93	69	25.17	29.91	34.59	40.72	41.82	  39.53
94	70	25.72	30.58	35.35	41.62	42.76	  40.41
95	70	25.72	30.58	35.35	41.62	42.76	  40.41
96	71	26.28	31.25	36.12	42.53	43.70	  41.30
97	71	26.28	31.25	36.12	42.53	43.70	  41.30
98	72	26.84	31.92	36.89	43.44	44.64	  42.18
99	72	26.84	31.92	36.89	43.44	44.64	  42.18
100	73	27.40	32.59	37.67	44.36	45.59	  43.06
101	73	27.40	32.59	37.67	44.36	45.59	  43.06
102	74	27.96	33.26	38.44	45.27	46.54	  43.95
103	74	27.96	33.26	38.44	45.27	46.54	  43.95
104	75	28.52	33.93	39.22	46.19	47.49	  44.84
105	75	28.52	33.93	39.22	46.19	47.49	  44.84
106	76	29.09	34.61	39.99	47.11	48.45	  45.73
107	76	29.09	34.61	39.99	47.11	48.45	  45.73
108	77	29.65	35.28	40.77	48.03	49.41	  46.62
109	77	29.65	35.28	40.77	48.03	49.41	  46.62
110	78	30.22	35.96	41.55	48.96	50.36	  47.52
111	78	30.22	35.96	41.55	48.96	50.36	  47.52
112	79	30.79	36.64	42.34	49.88	51.33	  48.41
113	79	30.79	36.64	42.34	49.88	51.33	  48.41
114	80	31.36	37.32	43.12	50.81	52.29	  49.31
115	80	31.36	37.32	43.12	50.81	52.29	  49.31
116	81	31.93	38.00	43.91	51.74	53.25	  50.21
117	81	31.93	38.00	43.91	51.74	53.25	  50.21
118	82	32.50	38.68	44.70	52.67	54.22	  51.12
119	82	32.50	38.68	44.70	52.67	54.22	  51.12
120	83	33.07	39.37	45.49	53.61	55.19	  52.02
121	83	33.07	39.37	45.49	53.61	55.19	  52.02
122	84	33.64	40.06	46.28	54.54	56.17	  52.93
123	84	33.64	40.06	46.28	54.54	56.17	  52.93
124	85	34.22	40.74	47.07	55.48	57.14	  53.83
125	85	34.22	40.74	47.07	55.48	57.14	  53.83
126	86	34.80	41.43	47.87	56.42	58.12	  54.74
127	86	34.80	41.43	47.87	56.42	58.12	  54.74
128	87	35.38	42.13	48.66	57.37	59.10	  55.66
129	87	35.38	42.13	48.66	57.37	59.10	  55.66
130	88	35.95	42.82	49.46	58.31	60.08	  56.57
131	88	35.95	42.82	49.46	58.31	60.08	  56.57
132	89	36.54	43.51	50.26	59.26	61.07	  57.49
133	89	36.54	43.51	50.26	59.26	61.07	  57.49
134	90	37.12	44.21	51.06	60.21	62.06	  58.40
135	90	37.12	44.21	51.06	60.21	62.06	  58.40
136	91	37.99	45.26	52.27	61.64	63.54	  59.78
137	91	37.99	45.26	52.27	61.64	63.54	  59.78
138	91	37.99	45.26	52.27	61.64	63.54	  59.78
139	92	38.87	46.31	53.48	63.07	65.04	  61.17
140	92	38.87	46.31	53.48	63.07	65.04	  61.17
141	92	38.87	46.31	53.48	63.07	65.04	  61.17
142	93	39.75	47.36	54.70	64.51	66.54	  62.56
143	93	39.75	47.36	54.70	64.51	66.54	  62.56
144	93	39.75	47.36	54.70	64.51	66.54	  62.56
145	94	40.64	48.42	55.92	65.95	68.04	  63.96
146	94	40.64	48.42	55.92	65.95	68.04	  63.96
147	94	40.64	48.42	55.92	65.95	68.04	  63.96
148	95	41.53	49.49	57.14	67.40	69.55	  65.36
149	95	41.53	49.49	57.14	67.40	69.55	  65.36
150	95	41.53	49.49	57.14	67.40	69.55	  65.36
151	96	42.42	50.55	58.37	68.86	71.07	  66.76
152	96	42.42	50.55	58.37	68.86	71.07	  66.76
153	96	42.42	50.55	58.37	68.86	71.07	  66.76
154	97	43.32	51.62	59.60	70.32	72.59	  68.17
155	97	43.32	51.62	59.60	70.32	72.59	  68.17
156	97	43.32	51.62	59.60	70.32	72.59	  68.17
157	98	44.21	52.70	60.84	71.78	74.12	  69.59
158	98	44.21	52.70	60.84	71.78	74.12	  69.59
159	98	44.21	52.70	60.84	71.78	74.12	  69.59
160	99	45.12	53.78	62.08	73.25	75.65	  71.01
161	99	45.12	53.78	62.08	73.25	75.65	  71.01
162	99	45.12	53.78	62.08	73.25	75.65	  71.01
163	100	46.02	54.86	63.33	74.73	77.19	  72.43
164	100	46.02	54.86	63.33	74.73	77.19	  72.43
165	100	46.02	54.86	63.33	74.73	77.19	  72.43
166	101	46.93	55.95	64.58	76.21	78.74	  73.86
167	101	46.93	55.95	64.58	76.21	78.74	  73.86
168	101	46.93	55.95	64.58	76.21	78.74	  73.86
169	102	47.84	57.04	65.84	77.70	80.30	  75.30
170	102	47.84	57.04	65.84	77.70	80.30	  75.30
171	102	47.84	57.04	65.84	77.70	80.30	  75.30
172	103	48.76	58.13	67.10	79.19	81.86	  76.74
173	103	48.76	58.13	67.10	79.19	81.86	  76.74
174	103	48.76	58.13	67.10	79.19	81.86	  76.74
175	104	49.68	59.23	68.37	80.69	83.43	  78.18
176	104	49.68	59.23	68.37	80.69	83.43	  78.18
177	104	49.68	59.23	68.37	80.69	83.43	  78.18
178	105	50.60	60.33	69.64	82.20	85.00	  79.63
179	105	50.60	60.33	69.64	82.20	85.00	  79.63
180	105	50.60	60.33	69.64	82.20	85.00	  79.63
181	106	51.53	61.44	70.91	83.71	86.58	  81.09
182	106	51.53	61.44	70.91	83.71	86.58	  81.09
183	106	51.53	61.44	70.91	83.71	86.58	  81.09
184	107	52.46	62.55	72.19	85.23	88.17	  82.55
185	107	52.46	62.55	72.19	85.23	88.17	  82.55
186	107	52.46	62.55	72.19	85.23	88.17	  82.55
187	108	53.39	63.67	73.48	86.75	89.76	  84.02
188	108	53.39	63.67	73.48	86.75	89.76	  84.02
189	108	53.39	63.67	73.48	86.75	89.76	  84.02
190	109	54.33	64.79	74.77	88.28	91.37	  85.49
191	109	54.33	64.79	74.77	88.28	91.37	  85.49
192	109	54.33	64.79	74.77	88.28	91.37	  85.49
193	110	55.27	65.92	76.07	89.81	92.98	  86.97
194	110	55.27	65.92	76.07	89.81	92.98	  86.97
195	110	55.27	65.92	76.07	89.81	92.98	  86.97
196	111	56.22	67.05	77.37	91.36	94.59	  88.46
197	111	56.22	67.05	77.37	91.36	94.59	  88.46
198	111	56.22	67.05	77.37	91.36	94.59	  88.46
199	112	57.17	68.18	78.68	92.91	96.22	  89.95
200	112	57.17	68.18	78.68	92.91	96.22	  89.95
201	112	57.17	68.18	78.68	92.91	96.22	  89.95
202	113	58.12	69.32	79.99	94.46	97.85	  91.45
203	113	58.12	69.32	79.99	94.46	97.85	  91.45
204	113	58.12	69.32	79.99	94.46	97.85	  91.45
205	114	59.08	70.47	81.30	96.02	99.49	  92.95
206	114	59.08	70.47	81.30	96.02	99.49	  92.95
207	114	59.08	70.47	81.30	96.02	99.49	  92.95
208	115	60.04	71.62	82.63	97.59	101.14	  94.46
209	115	60.04	71.62	82.63	97.59	101.14	  94.46
210	115	60.04	71.62	82.63	97.59	101.14	  94.46
211	116	61.00	72.77	83.96	99.17	102.79	  95.97
212	116	61.00	72.77	83.96	99.17	102.79	  95.97
213	116	61.00	72.77	83.96	99.17	102.79	  95.97
214	117	61.97	73.93	85.29	100.75	104.46	  97.49
215	117	61.97	73.93	85.29	100.75	104.46	  97.49
216	117	61.97	73.93	85.29	100.75	104.46	  97.49
217	118	62.95	75.10	86.63	102.34	106.13	  99.02
218	118	62.95	75.10	86.63	102.34	106.13	  99.02
219	118	62.95	75.10	86.63	102.34	106.13	  99.02
220	119	63.93	76.27	87.98	103.93	107.81	  100.55
221	119	63.93	76.27	87.98	103.93	107.81	  100.55
222	119	63.93	76.27	87.98	103.93	107.81	  100.55
223	120	64.91	77.44	89.33	105.54	109.50	  102.09
224	120	64.91	77.44	89.33	105.54	109.50	  102.09
225	120	64.91	77.44	89.33	105.54	109.50	  102.09
226	121	65.90	78.62	90.69	107.15	111.19	  103.64
227	121	65.90	78.62	90.69	107.15	111.19	  103.64
228	121	65.90	78.62	90.69	107.15	111.19	  103.64
229	122	66.89	79.81	92.05	108.76	112.90	  105.19
230	122	66.89	79.81	92.05	108.76	112.90	  105.19
231	122	66.89	79.81	92.05	108.76	112.90	  105.19
232	123	67.89	81.00	93.42	110.39	114.61	  106.75
233	123	67.89	81.00	93.42	110.39	114.61	  106.75
234	123	67.89	81.00	93.42	110.39	114.61	  106.75
235	124	68.89	82.20	94.80	112.02	116.33	  108.32
236	124	68.89	82.20	94.80	112.02	116.33	  108.32
237	124	68.89	82.20	94.80	112.02	116.33	  108.32
238	125	70.23	83.80	96.64	114.21	118.65	  110.42
239	125	70.23	83.80	96.64	114.21	118.65	  110.42
240	125	70.23	83.80	96.64	114.21	118.65	  110.42
241	125	70.23	83.80	96.64	114.21	118.65	  110.42
242	126	71.58	85.42	98.50	116.41	120.97	  112.53
243	126	71.58	85.42	98.50	116.41	120.97	  112.53
244	126	71.58	85.42	98.50	116.41	120.97	  112.53
245	126	71.58	85.42	98.50	116.41	120.97	  112.53
246	127	72.94	87.04	100.37	118.63	123.32	  114.65
247	127	72.94	87.04	100.37	118.63	123.32	  114.65
248	127	72.94	87.04	100.37	118.63	123.32	  114.65
249	127	72.94	87.04	100.37	118.63	123.32	  114.65
250	128	74.99	89.50	103.19	121.98	126.87	  117.86
251	128	74.99	89.50	103.19	121.98	126.87	  117.86
252	128	74.99	89.50	103.19	121.98	126.87	  117.86
253	128	74.99	89.50	103.19	121.98	126.87	  117.86
254	128	74.99	89.50	103.19	121.98	126.87	  117.86
255	128	74.99	89.50	103.19	121.98	126.87	  117.86
